5.,66.301,66.444
2.,2840.219,2870.241
3.,852.017,857.145
3.,8.528,14.721
2.,228.412,236.489
5.,249.26000000000002,249.781
3.,1001.402,1004.751
4.,181.363,181.808
3.,427.101,429.034
5.,22.155,22.395
1.,13.143,13.943
4.,1116.897,1127.721
1.,192.982,195.014
2.,213.388,216.852
5.,224.178,224.89000000000001
1.,66.885,67.41
4.,118.607,142.422
4.,673.48,681.325
5.,71.249,74.559
1.,8.86,9.347
5.,30.151,32.348
3.,656.964,657.789
2.,448.286,476.594
3.,223.246,230.196
2.,208.084,233.065
2.,3555.866,3563.7580000000003
1.,8.617,8.725
2.,468.079,478.85
2.,5138.46,5147.191
5.,50.022,51.879
5.,268.231,271.723
5.,150.517,152.827
2.,435.04900000000004,438.339
4.,3934.101,3946.03
2.,4965.223,4993.4800000000005
1.,71.674,72.08
4.,1006.688,1018.34
3.,497.14500000000004,497.583
1.,9.419,9.891
4.,1557.884,1558.118
5.,400.50100000000003,403.91700000000003
5.,101.921,103.538
5.,37.167,39.638
1.,227.632,228.443
5.,71.789,73.666
1.,208.136,209.089
3.,591.225,602.359
4.,205.874,208.568
2.,244.679,249.085
2.,1369.9370000000001,1382.603
5.,201.536,202.387
2.,2719.183,2734.77
2.,2248.829,2275.96
3.,1263.082,1263.877
3.,90.804,98.4
2.,89.546,94.875
1.,8.382,9.242
1.,301.527,301.56600000000003
1.,246.442,247.255
5.,55.283,55.918
4.,537.942,551.307
1.,40.006,42.063
1.,54.931000000000004,55.494
5.,167.87800000000001,168.326
3.,1212.758,1214.082
2.,3704.114,3706.648
5.,64.49,65.696
4.,502.122,514.139
2.,328.397,330.811
3.,1330.082,1335.424
1.,181.788,182.338
2.,2267.247,2287.759
1.,67.221,68.502
5.,11.344,11.808
3.,1972.3880000000001,1975.29
2.,1052.1,1055.755
2.,1138.659,1165.732
3.,107.982,111.172
2.,1566.4950000000001,1572.342
4.,270.552,277.479
4.,155.106,161.024
5.,435.373,437.089
1.,154.254,155.137
1.,276.758,276.863
5.,7.485,13.966000000000001
1.,97.976,98.769
2.,228.449,234.847
2.,247.179,252.442
1.,10.067,10.875
3.,368.23,372.562
2.,3126.448,3151.351
4.,879.086,882.1320000000001
3.,759.093,760.783
3.,102.855,104.07900000000001
5.,64.438,66.038
4.,1301.7160000000001,1307.5720000000001
5.,234.189,237.371
2.,853.652,892.23
5.,46.118,48.283
5.,412.819,412.842
4.,461.606,463.533
2.,671.995,676.841
3.,113.285,116.703
4.,1003.445,1003.621
3.,152.882,153.246
2.,1279.162,1280.171
4.,109.799,120.57600000000001
2.,266.097,283.934
2.,1444.925,1452.487
2.,625.871,640.089
4.,683.0360000000001,686.772
2.,126.08,140.979
3.,305.635,312.365
3.,308.54,309.242
4.,1462.967,1472.968
2.,769.556,792.503
4.,597.888,598.061
2.,966.736,976.956
4.,139.091,153.108
4.,2557.2670000000003,2558.102
5.,240.889,242.316
2.,837.678,849.719
4.,1545.2930000000001,1556.284
5.,99.372,99.624
4.,1317.9460000000001,1318.073
4.,434.152,439.011
4.,1733.351,1737.8990000000001
3.,52.326,58.633
3.,529.778,534.7520000000001
5.,6.591,9.845
4.,580.819,592.545
2.,339.05400000000003,353.048
4.,13.009,22.854
4.,2640.3360000000002,2641.533
4.,392.66,398.077
2.,14.149000000000001,26.13
4.,2037.391,2050.546
4.,706.126,718.515
3.,654.477,654.581
3.,497.857,499.807
4.,221.579,223.222
4.,194.491,206.892
1.,14.414,14.544
5.,550.294,550.913
5.,72.526,74.157
4.,921.131,922.248
2.,2422.351,2434.433
1.,159.656,160.15
5.,71.315,71.787
4.,1494.924,1505.2350000000001
1.,265.284,265.985
5.,171.115,171.512
2.,203.108,218.308
2.,747.216,757.948
2.,921.734,950.836
2.,3837.579,3859.39
5.,25.183,26.767
3.,366.709,367.36
5.,8.331,9.246
3.,680.467,680.593
2.,2337.477,2337.614
5.,355.975,359.543
1.,30.725,32.387
2.,1253.011,1265.3020000000001
2.,3054.57,3056.583
2.,1482.573,1511.865
2.,1586.757,1602.1580000000001
4.,164.25,169.309
2.,2881.047,2881.748
5.,514.237,515.239
2.,1631.269,1635.536
1.,153.838,154.473
4.,68.167,73.23
4.,131.325,133.913
1.,29.093,30.402
3.,720.2470000000001,720.741
5.,26.578,30.274
4.,269.628,283.012
2.,1776.751,1783.8500000000001
5.,495.37100000000004,495.841
4.,294.609,296.217
1.,30.343,30.534
2.,1962.752,1963.7
4.,1005.02,1007.446
1.,22.634,23.831
3.,203.356,209.011
5.,123.791,125.935
3.,739.939,740.554
2.,953.392,967.5
4.,1312.91,1313.291
4.,130.874,136.416
2.,318.442,343.27
5.,52.772,56.501
1.,54.077,54.481
1.,332.035,332.523
3.,311.16,315.77
3.,462.963,465.44800000000004
5.,203.308,206.645
3.,39.684,40.417
5.,215.80700000000002,217.428
1.,21.981,23.762
3.,115.59700000000001,116.574
1.,128.16,128.707
5.,417.111,417.937
3.,39.49,45.497
2.,461.06,478.851
3.,204.698,207.641
2.,274.853,276.567
1.,49.739000000000004,50.849000000000004
2.,2555.672,2574.257
5.,325.681,327.324
2.,2261.196,2262.628
1.,6.493,6.533
2.,63.182,72.542
4.,1198.979,1205.306
2.,928.376,947.1370000000001
2.,1493.4460000000001,1512.009
4.,1711.5330000000001,1720.045
5.,23.724,27.213
4.,77.09,79.595
4.,2417.094,2417.505
1.,18.849,19.498
4.,71.569,83.163
1.,35.901,36.412
4.,419.491,424.146
4.,316.367,318.45300000000003
3.,90.895,91.084
5.,76.765,80.889
2.,2185.694,2212.9790000000003
1.,23.583000000000002,25.525000000000002
3.,309.26800000000003,315.67
3.,304.21,306.62
5.,204.352,205.409
4.,52.109,56.072
1.,194.516,194.762
2.,1937.214,1946.941
3.,617.076,617.808
1.,159.803,160.256
5.,165.25900000000001,167.151
3.,915.3530000000001,921.821
4.,260.922,261.243
4.,1504.818,1507.829
3.,279.94,280.372
4.,385.629,396.031
2.,870.165,892.971
2.,3643.338,3651.233
3.,74.601,75.319
3.,26.112000000000002,33.045
3.,227.522,232.55700000000002
5.,230.187,230.95600000000002
2.,3674.381,3684.7760000000003
2.,294.335,302.824
5.,51.097,52.337
1.,13.280000000000001,14.16
5.,502.34700000000004,503.204
2.,1131.016,1137.304
1.,30.35,30.411
2.,184.766,197.865
3.,953.989,962.433
1.,48.308,48.454
5.,45.93,46.955
3.,498.49,503.59000000000003
5.,689.164,690.856
1.,228.763,229.93
5.,69.157,71.376
2.,764.216,799.939
5.,62.39,64.078
3.,253.508,254.094
4.,1730.086,1743.135
1.,66.38,67.738
1.,92.115,93.3
5.,119.543,120.111
4.,167.20000000000002,171.83
3.,942.0260000000001,947.496
1.,265.14,265.233
2.,222.125,248.142
4.,57.272,57.646
5.,228.667,230.987
3.,804.8240000000001,806.239
3.,383.945,384.96500000000003
5.,139.55100000000002,139.86
2.,962.316,977.188
3.,1209.54,1210.936
3.,128.573,132.486
3.,569.841,574.961
1.,54.369,55.13
4.,605.376,612.626
3.,531.066,537.505
5.,239.12300000000002,243.059
5.,133.89600000000002,135.67000000000002
2.,29.304000000000002,41.657000000000004
5.,43.621,47.544000000000004
5.,13.214,13.583
4.,384.39300000000003,384.754
3.,262.257,265.14
2.,2733.867,2749.651
3.,241.186,245.104
2.,2536.8540000000003,2538.034
3.,193.339,194.954
5.,180.052,180.156
5.,3.319,7.6450000000000005
4.,526.701,533.129
3.,70.568,73.369
2.,213.088,231.25300000000001
5.,124.773,127.409
3.,1643.936,1649.814
1.,68.049,69.446
3.,300.579,309.528
2.,1351.691,1390.8790000000001
3.,118.46300000000001,122.077
2.,405.83,411.91700000000003
2.,279.634,280.773
3.,93.507,94.493
2.,123.46600000000001,136.749
1.,105.143,105.595
5.,143.245,144.758
3.,2120.713,2121.213
5.,241.397,243.565
4.,1559.498,1567.8400000000001
5.,48.242000000000004,48.42
4.,1995.347,2005.778
1.,447.836,447.97
1.,12.183,12.631
1.,21.68,22.458000000000002
4.,1031.773,1033.108
3.,907.669,908.588
5.,227.703,230.576
3.,209.572,210.379
3.,93.3,94.816
4.,828.707,831.955
1.,119.394,119.887
5.,119.069,120.352
4.,2589.053,2597.446
4.,838.58,840.003
2.,1119.484,1124.6870000000001
2.,3892.849,3894.693
5.,181.78300000000002,182.921
3.,1219.143,1228.994
2.,1140.375,1158.096
5.,161.278,161.584
3.,202.778,203.10500000000002
1.,64.584,64.997
1.,56.636,58.339
3.,460.29200000000003,461.104
1.,130.454,130.53300000000002
3.,17.413,18.276
4.,402.964,409.45300000000003
3.,26.532,29.150000000000002
2.,846.59,885.6560000000001
5.,183.489,188.88
1.,44.298,45.616
1.,5.051,6.065
3.,179.855,180.451
3.,226.493,228.022
4.,122.388,125.902
4.,843.672,850.855
3.,132.631,136.582
1.,9.41,10.102
5.,105.34100000000001,105.693
2.,80.239,82.33800000000001
2.,4095.467,4100.902
3.,448.812,454.171
1.,0.982,1.565
4.,29.492,35.378
4.,59.707,65.409
2.,988.015,1010.258
2.,394.261,406.824
1.,60.887,61.049
1.,3.863,3.878
3.,169.822,173.157
5.,398.46000000000004,401.562
3.,615.03,625.034
5.,172.858,172.92600000000002
5.,301.332,303.636
4.,851.496,862.5020000000001
5.,57.176,57.634
2.,1000.2810000000001,1008.244
1.,19.586000000000002,19.748
2.,396.47700000000003,413.92400000000004
4.,82.503,91.209
2.,839.6990000000001,854.193
3.,1290.051,1295.146
1.,12.59,13.216000000000001
1.,32.676,34.726
5.,31.429000000000002,31.682000000000002
5.,204.948,205.71800000000002
5.,213.714,214.247
4.,1400.988,1401.055
1.,148.472,149.27
3.,267.252,272.107
5.,19.683,20.493000000000002
2.,1545.825,1546.409
4.,505.281,506.755
3.,613.521,617.937
1.,149.214,149.537
4.,645.768,653.21
1.,12.796000000000001,14.63
5.,80.632,82.721
5.,868.463,869.69
2.,1660.951,1668.601
2.,6787.827,6789.21
1.,6.121,6.299
4.,589.035,595.865
4.,1630.185,1646.484
5.,532.577,534.392
4.,180.667,200.248
5.,37.628,38.516
3.,23.618000000000002,23.824
2.,946.812,956.066
5.,748.868,750.244
2.,2054.969,2069.535
1.,191.177,192.197
5.,169.62800000000001,172.95000000000002
3.,9.449,10.738
3.,496.178,504.899
5.,1141.354,1141.359
3.,43.553000000000004,45.215
5.,357.264,359.541
2.,931.225,942.7180000000001
3.,360.00100000000003,360.77500000000003
5.,735.455,736.798
2.,5687.061,5696.4490000000005
3.,359.42400000000004,360.312
5.,507.902,510.16
1.,77.641,77.918
2.,2866.948,2882.956
3.,317.946,322.704
5.,363.141,365.456
1.,107.818,109.123
1.,36.818,37.491
3.,150.322,154.89000000000001
1.,40.835,41.347
4.,1414.903,1422.731
2.,21.627,30.091
5.,48.174,49.289
5.,36.256,39.289
1.,308.204,309.579
4.,287.833,297.589
5.,35.076,36.208
4.,1618.384,1621.421
1.,0.47500000000000003,1.49
4.,425.969,428.13800000000003
3.,8.295,14.126
4.,1166.154,1169.248
1.,41.154,42.724000000000004
4.,3813.704,3824.753
5.,0.135,3.488
1.,111.31400000000001,113.554
1.,69.905,70.863
1.,109.911,110.505
2.,1188.5620000000001,1206.867
5.,263.99,264.78000000000003
5.,143.597,145.13400000000001
1.,16.347,16.379
5.,80.114,82.168
4.,1443.566,1450.097
2.,40.031,45.752
5.,35.465,37.794000000000004
2.,727.677,746.818
2.,415.98,427.767
5.,533.238,536.234
4.,2595.873,2605.159
5.,311.649,313.926
2.,1907.079,1935.108
2.,941.87,947.894
4.,670.804,673.033
1.,98.158,99.409
4.,121.906,132.909
1.,66.199,67.524
2.,545.004,576.369
2.,80.434,90.881
1.,83.642,84.266
1.,146.996,147.315
1.,165.28,165.627
4.,14.362,20.279
5.,55.206,56.045
5.,208.4,209.01
3.,416.41200000000003,419.645
3.,72.731,79.539
5.,167.512,167.555
4.,165.388,172.705
4.,4058.879,4072.119
1.,47.532000000000004,48.531
5.,276.65500000000003,277.198
3.,101.45400000000001,103.044
3.,621.927,627.042
2.,446.685,447.041
2.,1085.359,1096.5910000000001
4.,762.504,763.203
3.,225.398,225.822
3.,1529.145,1529.94
1.,230.442,230.636
2.,555.934,565.644
2.,224.613,241.418
1.,167.25,167.647
4.,1174.624,1188.714
5.,223.214,223.359
5.,519.581,520.237
4.,513.195,513.34
5.,109.943,110.671
3.,293.565,300.605
5.,596.61,600.024
