"Pashto",103.48647000000001
"Yue Chinese",98.22817
"Malayalam",104.47035000000001
"Hindi",99.35721000000001
"Russian",90.71602
"Russian",95.63390000000001
"Maithili",115.43885000000002
"Oromo",100.35185000000001
"Urdu",95.57847000000001
"Hausa",98.69202000000001
"Turkish",95.12145000000001
"Min Nan Chinese",104.72229000000002
"Min Nan Chinese",110.7699
"Russian",96.29252000000001
"Tamil",99.77316
"Oriya",102.54806
"Xiang Chinese",121.88250000000001
"Burmese",96.12477000000001
"Pashto",101.07622
"Oriya",98.80869000000001
"Telugu",102.01669000000001
"Portuguese",102.31500000000001
"Korean",99.59697000000001
"Pashto",96.44057000000001
"Arabic",104.04148
"Western Panjabi",101.825
"German",104.71179000000001
"Iranian Persian",97.9098
"Japanese",101.61275
"Kannada",103.53314
"Xiang Chinese",96.09100000000001
"Yue Chinese",127.8461
"Lahnda",100.68731000000001
"Italian",104.07517000000001
"Portuguese",109.02395000000001
"German",100.21978000000001
"Tamil",94.55084000000001
"Javanese",105.41029
"Min Nan Chinese",128.33027
"Portuguese",92.46960000000001
"Tamil",103.26942000000001
"Oromo",104.0327
"Oriya",111.19649000000001
"Polish",103.13335000000001
"Javanese",102.68276
"Kannada",105.16844
"Yoruba",100.53433000000001
"Iranian Persian",76.16167
"Oriya",100.26534000000001
"Iranian Persian",78.36677
"Portuguese",105.95282
"Xiang Chinese",104.27407000000001
"Vietnamese",90.14452000000001
"Hakka Chinese",102.87916000000001
"Korean",96.84500000000001
"Vietnamese",90.75557
"Western Panjabi",86.56115000000001
"Turkish",99.5036
"Spanish",95.41913000000001
"Russian",99.6714
"Spanish",101.06589000000001
"Egyptian Arabic",82.65938000000001
"Korean",98.16495
"Hindi",98.19824000000001
"Portuguese",96.61526
"Yoruba",88.34531000000001
"Oromo",96.47368
"Malayalam",95.3661
"Burmese",81.54894
"Korean",106.00063000000002
"Japanese",113.10664000000001
"Persian",96.24384
"English",105.11684000000001
"Min Nan Chinese",109.95119000000001
"Gujarati",97.97858000000001
"Spanish",97.02283000000001
"Japanese",102.05542000000001
"Pashto",100.37747
"Pashto",102.94216000000002
"Oriya",95.75465000000001
"Indonesian",90.93143
"Iranian Persian",83.35443000000001
"Arabic",110.54876000000002
"English",103.07011000000001
"Bhojpuri",106.17949000000002
"Russian",97.30586000000001
"Italian",103.59959
"Oromo",95.83691
"Wu Chinese",109.53255000000001
"Kannada",100.44908000000001
"Arabic",94.60371
"Chinese",102.93901000000001
"Fulah",99.47347
"Arabic",106.57538000000001
"Western Panjabi",85.29457000000001
"Jinyu Chinese",92.14822000000001
"Hindi",104.23459000000001
"Telugu",95.96932000000001
"Hakka Chinese",106.00873000000001
"Mandarin Chinese",98.88967000000001
"Hausa",105.48389
"Yue Chinese",85.3692
"Gujarati",94.69836000000001
"Xiang Chinese",102.61203
"Maithili",98.55780000000001
"Malay",99.88967000000001
"Urdu",96.55674
"Fulah",99.31714000000001
"Vietnamese",93.86779000000001
"German",103.69226
"Oromo",96.19856000000001
"Mandarin Chinese",102.78460000000001
"Oromo",92.1038
"Korean",89.83827000000001
"Odia",96.79111
"Spanish",106.95914
"Panjabi",100.38611
"Malayalam",110.86862
"German",96.62829
"Panjabi",95.80770000000001
"Russian",86.07147
"Fulah",100.25250000000001
"Russian",91.99906000000001
"Kannada",111.19247000000001
"Min Nan Chinese",105.78601
"Javanese",102.64694000000001
"Russian",87.71689
"Western Panjabi",102.98622
"Pashto",98.04515
"German",92.14773000000001
"Malay",96.4898
"Hausa",99.14182000000001
"Portuguese",85.54543000000001
"Kannada",97.69403000000001
"French",99.66202000000001
"Xiang Chinese",100.36935000000001
"Chinese",97.80793000000001
"Javanese",109.66643
"Chinese",97.35968000000001
"Iranian Persian",94.90484000000001
"Kannada",99.12181000000001
"Hakka Chinese",97.49106
"Iranian Persian",92.52807000000001
"Oriya",99.27968000000001
"French",107.64276000000001
"Javanese",113.55669
"Bengali",97.75807
"Italian",99.62126
"Egyptian Arabic",96.23525000000001
"French",99.94181
"Malay",105.46128
"Javanese",97.06909
"Maithili",103.06577000000001
"Fulah",105.91581000000001
"Sudanese Arabic",100.01480000000001
"Sudanese Arabic",130.43583
"Turkish",92.48364000000001
"Pashto",100.25605
"Jinyu Chinese",131.65553
"Maithili",103.67847
"French",91.8067
"Western Panjabi",117.24236
"Panjabi",113.01825000000001
"Burmese",99.37548000000001
"Fulah",99.42163000000001
"Maithili",101.49300000000001
"Indonesian",98.12668000000001
"Panjabi",102.32591000000001
"Malay",97.09026000000001
"Fulah",104.77974
"Bhojpuri",86.98783
"Telugu",98.39940000000001
"Mandarin Chinese",98.42476
"Kannada",92.98351000000001
"Pashto",106.30455
"Bhojpuri",104.85952
"Odia",102.75593
"Oromo",102.93589000000001
"Japanese",88.46912
"English",104.75209000000001
"Urdu",100.08589
"Italian",100.12387000000001
"Spanish",107.32862000000002
"Burmese",100.00192000000001
"Spanish",107.52616
"Oriya",97.03341
"Wu Chinese",84.86029
"Kannada",102.94071000000001
"Chinese",102.18941000000001
"English",97.34718000000001
"Marathi",90.73527000000001
"Maithili",98.01937000000001
"Oromo",103.20802
"Tamil",96.54148
"Malay",96.11186000000001
"Lahnda",94.30094000000001
"Arabic",104.11102000000001
"Chinese",93.58798
"Kannada",89.42562000000001
"Yoruba",105.05829000000001
"Lahnda",101.23505000000002
"Min Nan Chinese",101.16747000000001
"Chinese",107.87141000000001
"Bengali",92.46057
"Oromo",97.68091000000001
"Burmese",102.49207000000001
"Min Nan Chinese",85.72982
"Telugu",103.34808000000001
"Min Nan Chinese",127.61958000000001
"English",99.65263
"Xiang Chinese",82.31059
"Min Nan Chinese",111.57922
"Xiang Chinese",117.36822000000001
"Turkish",101.03051
"Tamil",108.83120000000001
"Urdu",97.20293000000001
"Polish",96.65484000000001
"Korean",94.75588
"Spanish",96.41778000000001
"Spanish",103.84294000000001
"Hakka Chinese",80.57276
"Indonesian",99.77152000000001
"Odia",95.08834
"Turkish",100.84241000000002
"German",101.01747
"Turkish",101.01654
"Xiang Chinese",99.79140000000001
"Javanese",105.39002
"Telugu",102.65126000000001
"Iranian Persian",119.15617
"Mandarin Chinese",95.04526000000001
"Yoruba",94.86629
"Japanese",99.5956
"Persian",104.91505000000001
"Tamil",98.94739000000001
"French",104.79742
"English",102.69065
"Hakka Chinese",84.84277
"Arabic",102.37118000000001
"Chinese",100.62973000000001
"Odia",99.49286000000001
"Burmese",88.03574
"Mandarin Chinese",121.07834000000001
"Odia",101.91038
"Chinese",86.47651
"Vietnamese",119.56912000000001
"Maithili",94.03648000000001
"Panjabi",105.49730000000001
"Marathi",109.80372000000001
"Egyptian Arabic",101.85771000000001
"Turkish",96.86581000000001
"Vietnamese",104.27063000000001
"Marathi",99.03006
"Javanese",90.12177000000001
"Xiang Chinese",103.12122000000001
"Yoruba",108.6675
"English",105.75069
"Malay",101.17466
"Yue Chinese",92.17968
"Yue Chinese",98.00347000000001
"Panjabi",92.04291
"Telugu",100.58765000000001
"Yue Chinese",107.53616000000001
"Bengali",100.99124
"Kannada",97.9
"Malay",102.06979000000001
"German",101.43984
"Oriya",99.44774000000001
"Oriya",106.57354000000001
"Hakka Chinese",111.44908000000001
"Malayalam",107.19760000000001
"Indonesian",101.12610000000001
"Spanish",102.27206000000001
"Oriya",104.61251000000001
"Indonesian",98.03529
"Chinese",108.45343000000001
"Egyptian Arabic",108.93434
"Jinyu Chinese",102.55423
"Maithili",103.75150000000001
"Odia",97.31080000000001
"Tamil",105.00272000000001
"English",102.85869000000001
"Panjabi",107.12127000000001
"Wu Chinese",111.79201
"Sudanese Arabic",95.48269
"Oromo",97.24905000000001
"Spanish",104.20659
"Maithili",99.4394
"Portuguese",98.27860000000001
"Burmese",108.18926
"Marathi",101.36641
"Russian",100.04479
"Japanese",101.97638
"Yoruba",88.23762
"Korean",109.64913000000001
"Polish",100.01135000000001
"Mandarin Chinese",140.37465
"Bhojpuri",100.72733000000001
"Marathi",96.95832000000001
"Malayalam",93.28550000000001
"Yue Chinese",95.2039
"Hausa",90.07582000000001
"Lahnda",96.72923
"Marathi",102.84955000000001
"Oriya",95.98465
"Urdu",101.84070000000001
"Yue Chinese",88.18721000000001
"Yue Chinese",95.16436
"Portuguese",112.09488
"Gujarati",103.71559
"Italian",103.14207
"Xiang Chinese",95.59072
"Oriya",94.83249
"Portuguese",104.23358
"Oromo",104.9728
"German",98.42340000000002
"Min Nan Chinese",112.34532000000002
"Javanese",96.10957
"Oromo",93.5754
"Fulah",107.51010000000001
"Portuguese",96.11458
"Fulah",95.68132000000001
"Vietnamese",89.22203
"Malay",90.88635000000001
"Tamil",105.27591000000001
"Sudanese Arabic",80.86543
"French",102.06557000000001
"Gujarati",112.30047
"Vietnamese",91.62287
"Hausa",101.94027000000001
"Hausa",96.64247
"Egyptian Arabic",102.72127
"Oromo",97.00296
"Marathi",104.43096000000001
"Malay",101.38457000000001
"Oromo",98.35493000000001
"French",95.4795
"Xiang Chinese",100.65392000000001
"Egyptian Arabic",116.06986
"Kannada",103.88610000000001
"Fulah",98.29008
"Telugu",86.07766000000001
"Javanese",95.41752000000001
"Sudanese Arabic",111.00611
"Maithili",97.40578000000001
"Maithili",108.7288
"Japanese",111.52303
"Gujarati",91.05015
"Lahnda",112.19165000000001
"Panjabi",99.11636000000001
"Mandarin Chinese",123.49222
"Telugu",94.43531
"Urdu",100.5057
"German",102.78182000000001
"Indonesian",100.81947000000001
"Portuguese",112.36603000000001
"Min Nan Chinese",134.13795000000002
"Xiang Chinese",117.48871000000001
"Yoruba",103.00195000000001
"Iranian Persian",93.69416000000001
"Javanese",97.96142
"Hindi",100.86158
"Egyptian Arabic",76.83597
"Bhojpuri",108.80265000000001
"Spanish",97.44523000000001
"Persian",110.32870000000001
"Pashto",92.28148
"French",106.57393
"Hausa",103.11980000000001
"Yue Chinese",85.69874
"Fulah",103.1175
"Burmese",105.02783000000001
"Javanese",97.30111000000001
"Panjabi",110.24486
"Maithili",91.30486
"Gujarati",104.31370000000001
"Vietnamese",90.197
"Lahnda",94.24635
"Oromo",102.91812
"Sudanese Arabic",75.59701000000001
"Egyptian Arabic",121.47413000000002
"Yue Chinese",114.58550000000001
"Panjabi",96.03819000000001
"Hindi",108.90252000000001
"Chinese",102.31778000000001
"Panjabi",99.19108000000001
"Egyptian Arabic",85.19297
"Fulah",94.09471
"Bengali",98.50470000000001
"Pashto",95.18260000000001
"Wu Chinese",112.92189
"Maithili",90.89042
"Marathi",96.44829000000001
"Pashto",91.74756000000001
"Panjabi",102.74729
"Chinese",94.80222
"Polish",92.52300000000001
"Italian",93.38705
"Burmese",101.06561
"Oromo",99.61793
"Portuguese",85.49279000000001
"Wu Chinese",98.21182
"Mandarin Chinese",91.99389000000001
"French",99.81044000000001
"Bhojpuri",103.33252
"English",105.19337
"Polish",105.10429
"Malay",105.52996
"Malay",110.55583000000001
"Fulah",95.35901000000001
"Panjabi",94.56728000000001
"Oriya",93.56048000000001
"Hindi",109.33149
"Portuguese",101.95899000000001
"Javanese",119.08629
"Lahnda",93.98594000000001
"Min Nan Chinese",82.04125
"Oromo",102.79437000000001
"Indonesian",93.27402000000001
"English",103.28438000000001
"Odia",101.69186
"Chinese",104.88340000000001
"Malay",99.21588000000001
"Italian",93.00476
"Yoruba",105.35712000000001
"Burmese",94.15667
"Italian",94.91939
"Urdu",104.30866
"Tamil",105.13440000000001
"Burmese",112.58484000000001
"Western Panjabi",97.58404
"Oriya",98.07469
"Burmese",110.08844
"Bengali",112.07441000000001
"Korean",108.69229000000001
"Vietnamese",111.89325000000001
"Jinyu Chinese",71.59482000000001
"Panjabi",93.63583000000001
"Fulah",105.24955000000001
"Chinese",90.16246000000001
"Turkish",95.5168
